Sigla,Codigo,Município,Despesa,Receita,score_total,Receita-capital,Despesa-capital,score_capital,PIB
MG,3101508,Além Paraíba,26756456,50245907,0.5325101569,"1,549,994",4853020,3.130993,288832
MG,3101607,Alfenas,70896730,137594798,0.5152573433,"2,104,084",10028253,4.766089,572397
MG,3101631,Alfredo Vasconcelos,6258521,11314663,0.553133628,"726,863",742157,1.021042,21522
MG,3101706,Almenara,,,#DIV/0!,"1,392,469",2806334,2.015365,109208
MG,3101805,Alpercata,,,#DIV/0!,,,#DIV/0!,20854
MG,3101904,Alpinópolis,12827388,25812742,0.4969401433,"1,654,395",2390991,1.445236,104192
MG,3102001,Alterosa,11474133,21116746,0.5433665281,"2,332,694",3619648,1.551703,53930
MG,3102050,Alto Caparaó,5648134,10606688,0.5325069179,"549,936",1724089,3.135072,19879
MG,3102100,Alto Rio Doce,,,#DIV/0!,"640,204",1105740,1.727168,32660
MG,3102209,Alvarenga,4422749,9454952,0.4677706154,"486,805",1442652,2.963514,11474
MG,3102308,Alvinópolis,11182120,22067436,0.5067249363,"1,742,498",2412749,1.384650,67936
MG,3102407,Alvorada de Minas,6845502,12949035,0.5286495571,"635,025",624654,0.983669,11392
MG,3102506,Amparo do Serra,5820340,9979256,0.5832438811,"1,424,200",1976748,1.387971,11919
MG,3102605,Andradas,30642102,52699537,0.5814491664,"55,000",2111356,38.388291,220177
MG,3102704,Cachoeira de Pajeú,8523021,12851855,0.6631744128,"1,243,199",2177508,1.751536,26841
MG,3102803,Andrelândia,10208776,17185531,0.5940332223,"1,097,708",2315128,2.109056,46405
MG,3102852,Angelândia,7503597,13780949,0.5444906048,"1,170,726",1974649,1.686688,22277
MG,3102902,Antônio Carlos,,,#DIV/0!,"930,258",1241982,1.335094,55610
MG,3103009,Antônio Dias,,,#DIV/0!,"1,506,400",3533960,2.345964,34293
MG,3103108,Antônio Prado de Minas,4353362,8044234,0.5411779774,"798,536",756325,0.947140,6583
MG,3103207,Araçaí,4770226,8882414,0.5370416607,"329,335",492203,1.494536,13644
MG,3103306,Aracitaba,,,#DIV/0!,"310,436",812215,2.616369,7671
MG,3103405,Araçuaí,21458969,35140390,0.6106639351,"2,564,274",2974683,1.160049,90279
MG,3103504,Araguari,93010467,182059111,0.5108805937,"970,605",20601861,21.225792,987231
MG,3103603,Arantina,,,#DIV/0!,"88,000",662751,7.531261,7697
MG,3103702,Araponga,5935015,8805499,0.6740123561,"2,056,337",2163344,1.052038,21914
MG,3103751,Araporã,,,#DIV/0!,"1,686,149",5446268,3.230005,411513
MG,3103801,Arapuá,5806492,10110961,0.5742769816,"375,000",638507,1.702685,29170
MG,3103900,Araújos,,,#DIV/0!,"56,142",1469431,26.173634,31629
MG,3104007,Araxá,99595717,203421353,0.4896030597,"3,271,209",21756610,6.650939,1314960
MG,3104106,Arceburgo,10161866,20747335,0.4897913923,"1,445,751",1900056,1.314235,107162
MG,3104205,Arcos,33471099,59202433,0.5653669576,"2,305,037",8182554,3.549858,283286
MG,3104304,Areado,13655991,20124148,0.6785872982,"1,259,850",1421032,1.127937,58491
MG,3104403,Argirita,5770028,9552355,0.6040424945,"340,978",1020864,2.993929,11360
MG,3104452,Aricanduva,6055134,10107357,0.5990818077,"1,013,436",1518235,1.498106,11468
MG,3104502,Arinos,15115409,29787535,0.5074407557,"4,404,270",5587554,1.268667,62460
MG,3104601,Astolfo Dutra,,,#DIV/0!,"3,016,644",3323275,1.101646,70454
MG,3104700,Ataléia,11267280,18058641,0.623927375,"1,264,611",1923385,1.520930,40326
MG,3104809,Augusto de Lima,6715932,12040270,0.557789194,"718,436",1425452,1.984104,21554
MG,3104908,Baependi,15557333,28441615,0.5469919215,"740,000",2193575,2.964291,73710
MG,3105004,Baldim,7089218,11931712,0.5941492647,"765,200",1083447,1.415900,30110
MG,3105103,Bambuí,16800914,33200718,0.5060406725,"2,328,580",5633143,2.419132,131195
MG,3105202,Bandeira,,,#DIV/0!,"16,872",1113856,66.018175,12140
MG,3105301,Bandeira do Sul,6023318,11023942,0.5463851494,"630,000",553566,0.878676,17390
MG,3105400,Barão de Cocais,37790583,70636111,0.535003732,"2,046,604",7920771,3.870202,311908
MG,3105509,Barão de Monte Alto,,,#DIV/0!,"320,000",661000,2.065625,16691
MG,3105608,Barbacena,114286004,213018497,0.5365074176,"8,012,186",20694761,2.582911,669069
MG,3105707,Barra Longa,5643837,8963650,0.629636091,"540,885",1241124,2.294619,18367
MG,3105905,Barroso,17727927,26852353,0.6602001578,"1,442,112",3204428,2.222038,112290
MG,3106002,Bela Vista de Minas,8350608,14780775,0.564964154,"1,338,700",2076162,1.550879,33103
MG,3106101,Belmiro Braga,,,#DIV/0!,"285,000",756951,2.655968,17252
MG,3106200,Belo Horizonte,2872388430,5987627939,0.4797205938,"193,891,579",751957516,3.878237,23051429
MG,3106309,Belo Oriente,34479729,53700605,0.6420733812,"3,337,585",8544343,2.560037,285914
MG,3106408,Belo Vale,10365215,17638459,0.5876485963,"589,456",1275298,2.163517,24510
MG,3106507,Berilo,9599699,17940790,0.5350766792,"2,298,723",3267944,1.421634,26227
MG,3106606,Bertópolis,,,#DIV/0!,0,1288794,#DIV/0!,12971
MG,3106655,Berizal,,,#DIV/0!,"541,450",972996,1.797019,9567
MG,3106705,Betim,656105870,1261454573,0.520118508,"55,394,496",102630749,1.852725,12626256
MG,3106804,Bias Fortes,5028752,8766802,0.5736130044,"448,436",889173,1.982832,11998
MG,3106903,Bicas,12502190,20702442,0.6038993075,"1,363,650",3008399,2.206137,50356
MG,3107000,Biquinhas,5459863,10219053,0.5342826304,"1,200",431685,359.737500,12984
MG,3107109,Boa Esperança,33344118,58238245,0.5725467525,"6,022,050",6848113,1.137173,225437
MG,3107208,Bocaina de Minas,,,#DIV/0!,"13,436",76500,5.693672,12624
MG,3107307,Bocaiúva,35189083,62986334,0.5586780554,"2,352,277",5656135,2.404536,183107
MG,3107406,Bom Despacho,34006069,63176483,0.5382710119,"3,261,505",7851408,2.407296,269521
MG,3107505,Bom Jardim de Minas,6470698,12516360,0.5169792085,"928,063",1860292,2.004489,22973
MG,3107604,Bom Jesus da Penha,5386807,12415191,0.4338883734,"974,945",1555505,1.595480,31650
MG,3107703,Bom Jesus do Amparo,6257858,10522782,0.5946961342,"324,036",498639,1.538838,16408
MG,3107802,Bom Jesus do Galho,10796350,19512058,0.5533168094,"1,607,336",2630321,1.636448,39837
MG,3107901,Bom Repouso,9758717,16049397,0.6080426325,"2,327,195",2948586,1.267013,40358
MG,3108008,Bom Sucesso,,,#DIV/0!,"40,975",2593547,63.295839,81367
MG,3108107,Bonfim,,,#DIV/0!,"737,500",1370603,1.858445,21938
MG,3108206,Bonfinópolis de Minas,7728521,14192659,0.5445435604,"987,252",959180,0.971566,42256
MG,3108255,Bonito de Minas,8337439,14414074,0.5784234856,"270,000",1367053,5.063159,16965
MG,3108305,Borda da Mata,13298343,24332288,0.546530747,0,1871312,#DIV/0!,66563
MG,3108404,Botelhos,11284466,20535831,0.5495013297,"1,280,695",2054691,1.604356,61303
MG,3108503,Botumirim,7847806,11790251,0.6656182135,"410,000",1234511,3.011002,15335
MG,3108552,Brasilândia de Minas,12822563,21880411,0.5860293493,"2,274,948",4145859,1.822397,59540
MG,3108602,Brasília de Minas,25648628,50042788,0.5125339538,"2,607,954",3200325,1.227140,74791
MG,3108701,Brás Pires,5158753,10648940,0.4844381599,"567,652",1960135,3.453058,10518
MG,3108800,Braúnas,7469963,13038442,0.5729184138,"969,836",1580558,1.629717,29936
MG,3108909,Brasópolis,10003047,19623472,0.5097490828,"425,010",1781498,4.191660,56177
MG,3109006,Brumadinho,62115282,133371803,0.4657302433,"11,652,010",18162737,1.558764,633403
MG,3109105,Bueno Brandão,9447753,14830060,0.6370677949,"1,748,167",3465795,1.982530,43662
MG,3109204,Buenópolis,10611591,16307741,0.6507088006,"484,787",1621677,3.345131,33673
MG,3109253,Bugre,4666857,9480563,0.4922552558,"1,024,086",2516464,2.457278,9446
MG,3109303,Buritis,24587275,45564189,0.5396184047,"5,017,366",7634850,1.521685,168836
MG,3109402,Buritizeiro,21717280,41825867,0.5192308388,"1,368,363",3622932,2.647640,136689
MG,3109451,Cabeceira Grande,9932006,18329528,0.541858274,"1,398,410",2576904,1.842739,50773
MG,3109501,Cabo Verde,11660754,19161976,0.6085360763,"960,214",1986338,2.068640,81552
MG,3109600,Cachoeira da Prata,5573560,10319075,0.5401220888,"262,200",1594228,6.080198,13332
MG,3109709,Cachoeira de Minas,8927094,16629108,0.5368354185,"1,062,672",3355821,3.157907,63497
MG,3109808,Cachoeira Dourada,12979266,25999717,0.4992079641,"1,775,150",2767337,1.558931,19289
MG,3109907,Caetanópolis,9250005,16082444,0.575161653,"1,752,326",2266925,1.293666,48321
MG,3110004,Caeté,30071399,53057495,0.5667700463,"1,754,596",3443307,1.962450,129935
MG,3110103,Caiana,6177494,11412821,0.5412766957,0,213848,#DIV/0!,24072
MG,3110202,Cajuri,5166771,10328584,0.50024003,"560,416",967910,1.727128,16657
MG,3110301,Caldas,11351340,20657490,0.5495023618,"2,185,900",2991494,1.368541,69917
MG,3110400,Camacho,5200541,9300922,0.5591425906,"1,220,586",1129501,0.925376,23740
MG,3110509,Camanducaia,21817915,35143174,0.6208293814,"3,441,667",1839414,0.534454,113778
MG,3110608,Cambuí,25319713,45923379,0.5513469044,"2,371,394",4082491,1.721557,192750
MG,3110707,Cambuquira,,,#DIV/0!,0,1622858,#DIV/0!,47456
MG,3110806,Campanário,5894667,10192890,0.5783116164,"543,772",1191446,2.191077,13245
MG,3110905,Campanha,13780497,24171322,0.5701176544,"4,135,744",3253873,0.786768,73220
MG,3111002,Campestre,15536482,28106642,0.5527690416,"2,178,988",3820103,1.753155,114337
MG,3111101,Campina Verde,18631430,31635468,0.588941173,"4,904,626",3531845,0.720105,150910
MG,3111150,Campo Azul,5713426,10704070,0.5337620626,"362,000",307476,0.849381,9894
MG,3111200,Campo Belo,40553497,73060486,0.5550674431,"6,879,570",9077047,1.319421,221522
MG,3111309,Campo do Meio,11143865,18970823,0.5874213126,"672,580",2383937,3.544467,40307
MG,3111408,Campo Florido,10883400,22830924,0.4766955718,"669,535",1574858,2.352166,125050
MG,3111507,Campos Altos,13288447,26296279,0.505335657,"1,017,498",2713183,2.666525,100571
MG,3111606,Campos Gerais,,,#DIV/0!,"1,028,420",2337736,2.273134,147875
MG,3111705,Canaã,5410737,10045753,0.538609448,"2,353,420",2385248,1.013524,16465
MG,3111804,Canápolis,16813363,25261339,0.6655768727,"1,038,844",1217386,1.171866,125028
MG,3111903,Cana Verde,,,#DIV/0!,"1,635,034",1847070,1.129683,20133
MG,3112000,Candeias,10631215,21833306,0.4869264874,"1,949,030",4128411,2.118188,67470
MG,3112059,Cantagalo,6031402,9959909,0.6055679921,"666,872",807965,1.211574,10685
MG,3112109,Caparaó,6440938,10680209,0.6030722998,"1,264,743",1024048,0.809689,28194
MG,3112208,Capela Nova,5516444,9278969,0.5945104244,"862,103",1078888,1.251460,12113
MG,3112307,Capelinha,24217116,41431208,0.5845138799,"2,458,947",3795039,1.543359,106743
MG,3112406,Capetinga,5739475,11985877,0.4788532083,"307,317",559036,1.819084,35657
MG,3112505,Capim Branco,7915277,12302016,0.6434129457,"2,065,473",1570992,0.760597,31953
MG,3112604,Capinópolis,15714228,28332592,0.5546343203,"3,944,217",6122844,1.552360,106553
MG,3112653,Capitão Andrade,5591763,10264184,0.5447839976,"1,042,523",1987985,1.906898,13331
MG,3112703,Capitão Enéas,10804986,24028387,0.4496758964,"5,421,729",9520811,1.756047,78120
MG,3112802,Capitólio,13799063,19099785,0.7224721984,"696,832",1633120,2.343634,44888
MG,3112901,Caputira,7042229,13938938,0.5052199042,"870,480",1168189,1.342006,24582
MG,3113008,Caraí,15528017,28903252,0.5372411752,"118,916",2874733,24.174448,41365
MG,3113107,Caranaíba,5796229,9817579,0.5903929227,"251,600",1560492,6.202273,8672
MG,3113206,Carandaí,,,#DIV/0!,0,1811024,#DIV/0!,137407
MG,3113305,Carangola,23103264,43034669,0.5368523662,"1,571,220",3821461,2.432162,120342
MG,3113404,Caratinga,55292101,111199758,0.4972322073,"3,017,429",4346635,1.440509,401322
MG,3113503,Carbonita,9025183,14650814,0.6160192284,"2,083,796",1564909,0.750990,24668
MG,3113602,Careaçu,6766017,11680767,0.5792442296,"301,009",858814,2.853117,28524
MG,3113701,Carlos Chagas,16337025,32713743,0.499393327,"6,836,985",7371033,1.078112,108415
MG,3113800,Carmésia,6216705,11242938,0.5529431234,"556,686",695137,1.248706,6571
MG,3113909,Carmo da Cachoeira,12842452,19451163,0.6602408278,"2,368,302",2775559,1.171962,62674
MG,3114006,Carmo da Mata,10514322,17139155,0.6134679281,"979,872",1605439,1.638418,43598
MG,3114105,Carmo de Minas,11680294,20845116,0.5603372203,"679,880",837911,1.232440,56447
MG,3114204,Carmo do Cajuru,15546947,30828047,0.5043117509,"1,680,677",4960103,2.951253,89354
MG,3114303,Carmo do Paranaíba,19571605,42277868,0.4629279073,"2,624,474",5054658,1.925970,205136
MG,3114402,Carmo do Rio Claro,21522097,34874848,0.6171237404,"4,790,719",6827404,1.425131,124599
MG,3114501,Carmópolis de Minas,15974320,28591032,0.5587178535,"2,177,100",2543199,1.168159,88145
MG,3114550,Carneirinho,19313535,34863633,0.5539736855,"1,182,550",2522728,2.133296,93858
MG,3114600,Carrancas,6464627,10218865,0.6326169302,"1,300,150",1932071,1.486037,18923
MG,3114709,Carvalhópolis,5330361,10869246,0.4904076169,"466,131",884628,1.897810,15467
MG,3114808,Carvalhos,5060203,9073273,0.5577042598,"530,997",685114,1.290241,13409
MG,3114907,Casa Grande,4923920,9132112,0.5391874578,"613,200",851100,1.387965,8992
MG,3115003,Cascalho Rico,,,#DIV/0!,0,672483,#DIV/0!,16797
MG,3115102,Cássia,16100378,28158517,0.5717764721,"1,193,356",2964989,2.484580,98094
MG,3115201,Conceição da Barra de Minas,5747610,9273018,0.619820826,"532,436",499338,0.937837,13310
MG,3115300,Cataguases,53136416,93407141,0.5688688905,"4,675,741",8519149,1.821989,466712
MG,3115359,Catas Altas,11643340,24664153,0.4720754115,"780,836",2929207,3.751373,138247
MG,3115409,Catas Altas da Noruega,5277732,8033819,0.6569393248,"654,200",895051,1.368161,7227
MG,3115458,Catuji,7236071,12596389,0.5744559847,"1,346,902",2060001,1.529436,15038
MG,3115474,Catuti,6635874,10914679,0.6079770004,"793,750",1463072,1.843241,11388
MG,3115508,Caxambu,18076168,34697248,0.5209683382,"1,185,188",2326974,1.963380,78466
MG,3115607,Cedro do Abaeté,3077149,8100237,0.3798837471,"192,254",556732,2.895820,5069
MG,3115706,Central de Minas,7367464,11398082,0.6463775186,"352,176",672263,1.908886,18822
MG,3115805,Centralina,10176839,16033305,0.6347312071,"506,008",1350071,2.668083,48107
MG,3115904,Chácara,5337346,9372844,0.5694478593,"441,323",677262,1.534618,10157
MG,3116001,Chalé,5313778,10106436,0.5257816115,0,917421,#DIV/0!,16185
MG,3116100,Chapada do Norte,11378979,21394305,0.5318695421,"86,423",2354964,27.249164,25763
MG,3116159,Chapada Gaúcha,9963569,19164909,0.519886037,"891,999",1358192,1.522639,28993
MG,3116209,Chiador,6609211,12374635,0.5340933874,0,2082745,#DIV/0!,12454
MG,3116308,Cipotânea,,,#DIV/0!,"1,122,186",1273395,1.134745,13512
MG,3116407,Claraval,5729674,10370661,0.552488802,"1,459,915",2064381,1.414042,28004
MG,3116506,Claro dos Poções,5722973,11957670,0.4786027017,"500,000",1965892,3.931784,26730
MG,3116605,Cláudio,21076992,37982359,0.5549152948,"4,133,389",6801154,1.645418,138396
MG,3116704,Coimbra,5726218,13025740,0.4396078589,"2,790,091",2363267,0.847021,33940
MG,3116803,Coluna,7588380,13458487,0.5638360779,0,1032397,#DIV/0!,20031
MG,3116902,Comendador Gomes,6233172,12374463,0.503712552,"945,970",1393311,1.472891,46047
MG,3117009,Comercinho,7914645,13131368,0.6027281395,"1,220,501",1914945,1.568982,21742
MG,3117108,Conceição da Aparecida,8976957,14956191,0.6002168229,"926,657",1224352,1.321257,56406
MG,3117207,Conceição das Pedras,4956236,8548937,0.5797487709,"845,065",1071448,1.267888,13290
MG,3117306,Conceição das Alagoas,30878209,58487659,0.5279440106,"5,941,457",6588109,1.108837,282341
MG,3117405,Conceição de Ipanema,5567379,10353635,0.5377221815,0,637092,#DIV/0!,12736
MG,3117504,Conceição do Mato Dentro,13898267,33317610,0.4171447739,"1,550,889",5850993,3.772670,60475
MG,3117603,Conceição do Pará,8247841,16221968,0.5084365425,"695,622",1402558,2.016265,81872
MG,3117702,Conceição do Rio Verde,9967426,19101789,0.5218059043,"776,422",2581708,3.325135,58035
MG,3117801,Conceição dos Ouros,8886684,16682576,0.5326925849,"115,838",3647280,31.486046,57735
MG,3117836,Cônego Marinho,6791037,12086481,0.5618704584,"786,893",825014,1.048446,15300
MG,3117876,Confins,10363627,17849184,0.5806218757,"249,036",5585628,22.429000,635822
MG,3117900,Congonhal,8819428,15111592,0.5836200284,"1,048,136",2353666,2.245573,49459
MG,3118007,Congonhas,105608445,230807258,0.4575611969,"2,460,600",25198593,10.240831,588873
MG,3118106,Congonhas do Norte,5900398,9747895,0.6052996763,"1,012,350",1189685,1.175172,10300
MG,3118205,Conquista,9256919,17288134,0.5354493142,"962,500",1689833,1.755671,71874
MG,3118304,Conselheiro Lafaiete,76323465,141875048,0.5379625695,"16,246,542",17599464,1.083274,470328
MG,3118403,Conselheiro Pena,17800272,30837396,0.5772300637,"750,000",2238474,2.984632,82163
MG,3118502,Consolação,4972514,8176125,0.6081749321,"178,193",430034,2.413302,5296
MG,3118601,Contagem,494815518,1035984352,0.4776283705,"22,134,702",115117258,5.200759,8272394
MG,3118700,Coqueiral,8097570,13779743,0.5876430599,"1,267,389",2330047,1.838462,47238
MG,3118809,Coração de Jesus,17273062,31628180,0.5461288722,"2,336,345",3477764,1.488549,70471
MG,3118908,Cordisburgo,6678357,11607478,0.5753495114,"1,031,190",2524098,2.447753,30791
MG,3119005,Cordislândia,5843622,9072683,0.6440897225,"217,812",375506,1.723991,18184
MG,3119104,Corinto,15913271,30610753,0.5198588734,"3,421,610",4867616,1.422610,85725
MG,3119203,Coroaci,12227832,19135965,0.6389973946,"791,446",1659774,2.097141,28245
MG,3119302,Coromandel,20405951,44476798,0.4587999236,"3,808,741",6134749,1.610703,246796
MG,3119401,Coronel Fabriciano,49490484,113824488,0.4347964561,"1,443,183",9787278,6.781730,368215
MG,3119500,Coronel Murta,,,#DIV/0!,"700,217",1504758,2.148989,19843
MG,3119609,Coronel Pacheco,,,#DIV/0!,"246,436",791878,3.213321,10852
MG,3119708,Coronel Xavier Chaves,5367885,9161197,0.5859370582,"1,712,319",1923603,1.123390,13753
MG,3119807,Córrego Danta,5225373,10657556,0.4902974633,"302,644",582680,1.925300,20012
MG,3119906,Córrego do Bom Jesus,5254326,8858168,0.5931616662,"903,739",879157,0.972800,10111
MG,3119955,Córrego Fundo,6852628,13343211,0.513566637,"590,152",1992276,3.375869,45382
MG,3120003,Córrego Novo,5335684,9905984,0.5386324519,"836,786",992012,1.185503,11804
MG,3120102,Couto de Magalhães de Minas,6019383,9821605,0.612871684,"135,867",504977,3.716694,11169
MG,3120151,Crisólita,7038338,12049877,0.5841003922,"339,964",465036,1.367898,17281
MG,3120201,Cristais,11084098,19004986,0.5832205263,"778,490",2060124,2.646309,53804
MG,3120300,Cristália,6367000,12904062,0.4934105624,"1,646,209",2146319,1.303795,15861
MG,3120409,Cristiano Otoni,,,#DIV/0!,0,1113019,#DIV/0!,19216
MG,3120508,Cristina,9423197,15386917,0.6124161774,"1,195,490",1123582,0.939851,39952
MG,3120607,Crucilândia,5760108,9928899,0.5801356315,"371,500",1953303,5.257882,16203
MG,3120706,Cruzeiro da Fortaleza,6602910,12215220,0.5405477943,"587,074",2130893,3.629681,22023
MG,3120805,Cruzília,,,#DIV/0!,"523,122",2672373,5.108511,52219
MG,3120839,Cuparaque,5826696,10288973,0.5663048494,"948,666",1596823,1.683230,13008
MG,3120870,Curral de Dentro,6691758,11872287,0.5636452033,"609,470",1236889,2.029450,16309
MG,3120904,Curvelo,45934075,84908145,0.5409854911,"1,961,833",8416314,4.290026,342324
MG,3121001,Datas,6652274,11069369,0.6009622901,"811,926",1312348,1.616340,12191
MG,3121100,Delfim Moreira,6750196,12190633,0.5537198758,"228,903",1550071,6.771731,22307
MG,3121209,Delfinópolis,12698954,20264406,0.6266630102,,,#DIV/0!,54533
MG,3121258,Delta,11720208,22508650,0.5206979597,"1,400,000",3205021,2.289301,121248
MG,3121308,Descoberto,,,#DIV/0!,"888,875",1490847,1.677229,21326
MG,3121407,Desterro de Entre Rios,5111446,10610194,0.4817485939,0,834794,#DIV/0!,20182
MG,3121506,Desterro do Melo,5617619,9752437,0.5760220844,0,748878,#DIV/0!,10572
MG,3121605,Diamantina,32290767,61079212,0.528670332,"2,091,343",6605877,3.158677,158662
MG,3121704,Diogo de Vasconcelos,6027688,9563856,0.6302570205,"170,000",974628,5.733106,9844
MG,3121803,Dionísio,6842559,12094631,0.5657517867,0,1449486,#DIV/0!,24111
